Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Analysing app reviews for software engineering: a systematic literature review","Empirical Software Engineering","","27","2","10.1007/s10664-021-10065-7","Jacek DąbrowskiEmmanuel LetierAnna PeriniAngelo Susi","2022","http://link.springer.com/article/10.1007/s10664-021-10065-7","Article"
"Protecting Citizens’ Personal Data and Privacy: Joint Effort from GDPR EU Cluster Research Projects","SN Computer Science","","1","4","10.1007/s42979-020-00218-8","Renata M. de CarvalhoCamillo Del PreteYod Samuel MartinRosa M. Araujo RiveroMelek ÖnenFrancesco Paolo SchiavoÁngel Cuevas RumínHaralambos MouratidisJuan C. YelmoMaria N. Koukovini","2020","http://link.springer.com/article/10.1007/s42979-020-00218-8","Article"
"Building an open-source system test generation tool: lessons learned and empirical analyses with EvoMaster","Software Quality Journal","","","","10.1007/s11219-023-09620-w","Andrea ArcuriMan ZhangAsma BelhadiBogdan MarculescuAmid GolmohammadiJuan Pablo GaleottiSusruthan Seran","2023","http://link.springer.com/article/10.1007/s11219-023-09620-w","Article"
"Self-admitted technical debt in R: detection and causes","Automated Software Engineering","","29","2","10.1007/s10515-022-00358-6","Rishab SharmaRamin ShahbaziFatemeh H. FardZadia CodabuxMelina Vidoni","2022","http://link.springer.com/article/10.1007/s10515-022-00358-6","Article"
"Reliability on pervasive well-being: will it soon become a reality?","Journal of Reliable Intelligent Environments","","5","3","10.1007/s40860-019-00087-w","Daniela MicucciFulvio Corno","2019","http://link.springer.com/article/10.1007/s40860-019-00087-w","Article"
"DICE simulation: a tool for software performance assessment at the design stage","Automated Software Engineering","","29","1","10.1007/s10515-022-00335-z","Simona BernardiAbel GómezJosé MerseguerDiego Perez-PalacinJosé I. Requeno","2022","http://link.springer.com/article/10.1007/s10515-022-00335-z","Article"
"A novel privacy protection scheme for internet of things based on blockchain and privacy set intersection technique","Journal of Cloud Computing","","11","1","10.1186/s13677-022-00375-6","Qian ZhouChengzhe LaiQili GuoHaoyan MaDong Zheng","2022","http://link.springer.com/article/10.1186/s13677-022-00375-6","Article"
"How software engineering research aligns with design science: a review","Empirical Software Engineering","","25","4","10.1007/s10664-020-09818-7","Emelie EngströmMargaret-Anne StoreyPer RunesonMartin HöstMaria Teresa Baldassarre","2020","http://link.springer.com/article/10.1007/s10664-020-09818-7","Article"
"Identity-based remote data checking with a designated verifier","Journal of Cloud Computing","","11","1","10.1186/s13677-022-00279-5","Yanyan JiBilin ShaoJinyong ChangMaozhi XuRui Xue","2022","http://link.springer.com/article/10.1186/s13677-022-00279-5","Article"
"Performance characterization and analysis for Hadoop K-means iteration","Journal of Cloud Computing","","5","1","10.1186/s13677-016-0053-0","Joseph Issa","2016","http://link.springer.com/article/10.1186/s13677-016-0053-0","Article"
"Publish or perish, but do not forget your software artifacts","Empirical Software Engineering","","25","6","10.1007/s10664-020-09851-6","Robert HeumüllerSebastian NielebockJacob KrügerFrank Ortmeier","2020","http://link.springer.com/article/10.1007/s10664-020-09851-6","Article"
"Model-driven system-level validation and verification on the space software domain","Software and Systems Modeling","","21","6","10.1007/s10270-021-00940-8","Aarón MontalvoPablo ParraÓscar Rodríguez PoloAlberto CarrascoAntonio Da SilvaAgustín MartínezSebastián Sánchez","2022","http://link.springer.com/article/10.1007/s10270-021-00940-8","Article"
"Anomaly detection in microservice environments using distributed tracing data analysis and NLP","Journal of Cloud Computing","","11","1","10.1186/s13677-022-00296-4","Iman KohyarnejadfardDaniel AloiseSeyed Vahid AzhariMichel R. Dagenais","2022","http://link.springer.com/article/10.1186/s13677-022-00296-4","Article"
"Fine-grained multilayer virtualized systems analysis","Journal of Cloud Computing","","5","1","10.1186/s13677-016-0069-5","Cédric BiancheriMichel R. Dagenais","2016","http://link.springer.com/article/10.1186/s13677-016-0069-5","Article"
"Network and Parallel Computing","International Journal of Parallel Programming","","44","1","10.1007/s10766-014-0345-2","Ching-Hsien HsuValentina Salapura","2016","http://link.springer.com/article/10.1007/s10766-014-0345-2","Article"
"A differentially private distributed data mining scheme with high efficiency for edge computing","Journal of Cloud Computing","","10","1","10.1186/s13677-020-00225-3","Xianwen SunRuzhi XuLongfei WuZhitao Guan","2021","http://link.springer.com/article/10.1186/s13677-020-00225-3","Article"
"A microservice regression testing selection approach based on belief propagation","Journal of Cloud Computing","","12","1","10.1186/s13677-023-00398-7","Li-zhe ChenJi WuHai-yan YangKui Zhang","2023","http://link.springer.com/article/10.1186/s13677-023-00398-7","Article"
"Registered reports in software engineering","Empirical Software Engineering","","28","2","10.1007/s10664-022-10277-5","Neil A. ErnstMaria Teresa Baldassarre","2023","http://link.springer.com/article/10.1007/s10664-022-10277-5","Article"
"Reliability of self-rated experience and confidence as predictors for students’ performance in software engineering","Empirical Software Engineering","","26","4","10.1007/s10664-021-09972-6","Marian DaunJennifer BringsPatricia Aluko ObeViktoria Stenkova","2021","http://link.springer.com/article/10.1007/s10664-021-09972-6","Article"
"Software engineering whispers: The effect of textual vs. graphical software design descriptions on software design communication","Empirical Software Engineering","","25","6","10.1007/s10664-020-09835-6","Rodi JolakMaxime Savary-LeblancManuela DaliborAndreas WortmannRegina HebigJuraj VincurIvan PolasekXavier Le PallecSébastien GérardMichel R. V. Chaudron","2020","http://link.springer.com/article/10.1007/s10664-020-09835-6","Article"
"On the privacy of mental health apps","Empirical Software Engineering","","28","1","10.1007/s10664-022-10236-0","Leonardo Horn IwayaM. Ali BabarAwais RashidChamila Wijayarathna","2022","http://link.springer.com/article/10.1007/s10664-022-10236-0","Article"
"Offline Mining of Microservice-Based Architectures (Extended Version)","SN Computer Science","","4","3","10.1007/s42979-023-01721-4","Jacopo SoldaniJavad KhaliliAntonio Brogi","2023","http://link.springer.com/article/10.1007/s42979-023-01721-4","Article"
"Uncertainty-Wise Cyber-Physical System test modeling","Software & Systems Modeling","","18","2","10.1007/s10270-017-0609-6","Man ZhangShaukat AliTao YueRoland NorgrenOscar Okariz","2019","http://link.springer.com/article/10.1007/s10270-017-0609-6","Article"
"Data-Driven Requirements Elicitation: A Systematic Literature Review","SN Computer Science","","2","1","10.1007/s42979-020-00416-4","Sachiko LimAron HenrikssonJelena Zdravkovic","2021","http://link.springer.com/article/10.1007/s42979-020-00416-4","Article"
"Model-driven development of asynchronous message-driven architectures with AsyncAPI","Software and Systems Modeling","","21","4","10.1007/s10270-021-00945-3","Abel GómezMarkel Iglesias-UrkiaLorea BelategiXabier MendialduaJordi Cabot","2022","http://link.springer.com/article/10.1007/s10270-021-00945-3","Article"
"Flexible automatic detection for security management of dispatching data network","Journal of Cloud Computing","","9","1","10.1186/s13677-020-00163-0","Xianrui YangYuming LiuJiehong WangZhao YaoYanping ZhouShucun Fu","2020","http://link.springer.com/article/10.1186/s13677-020-00163-0","Article"
"CLQLMRS: improving cache locality in MapReduce job scheduling using Q-learning","Journal of Cloud Computing","","11","1","10.1186/s13677-022-00322-5","Rana GhazaliSahar AdabiAli RezaeeDouglas G. DownAli Movaghar","2022","http://link.springer.com/article/10.1186/s13677-022-00322-5","Article"
"Towards Richer Assisted Living Environments","SN Computer Science","","3","1","10.1007/s42979-021-00983-0","Paulo A. CondadoFernando G. LoboTiago Carita","2021","http://link.springer.com/article/10.1007/s42979-021-00983-0","Article"
"Synthesis of probabilistic models for quality-of-service software engineering","Automated Software Engineering","","25","4","10.1007/s10515-018-0235-8","Simos GerasimouRadu CalinescuGiordano Tamburrelli","2018","http://link.springer.com/article/10.1007/s10515-018-0235-8","Article"
"Multi-chain and data-chains partitioning algorithm in intelligent manufacturing CPS","Journal of Cloud Computing","","10","1","10.1186/s13677-021-00227-9","Suisheng LiHong XiaoJingwei Qiao","2021","http://link.springer.com/article/10.1186/s13677-021-00227-9","Article"
"A robust encryption watermarking algorithm for medical images based on ridgelet-DCT and THM double chaos","Journal of Cloud Computing","","11","1","10.1186/s13677-022-00331-4","Zilong LiuJingbing LiYang AiYuancai ZhengJing Liu","2022","http://link.springer.com/article/10.1186/s13677-022-00331-4","Article"
"Peer-to-Peer-Based Social Networks: A Comprehensive Survey","SN Computer Science","","1","5","10.1007/s42979-020-00315-8","Newton MasindeKalman Graffi","2020","http://link.springer.com/article/10.1007/s42979-020-00315-8","Article"
"Editorial","Journal of Reliable Intelligent Environments","","2","1","10.1007/s40860-016-0018-6","Juan Carlos AugustoAntonio Coronato","2016","http://link.springer.com/article/10.1007/s40860-016-0018-6","Article"
"Controlling of communication connection range using acoustic waves emitted from smartphones","Journal of Reliable Intelligent Environments","","4","2","10.1007/s40860-018-0059-0","Satoshi MoriyamaYuusuke KawakitaJunji TakahashiYoshito Tobe","2018","http://link.springer.com/article/10.1007/s40860-018-0059-0","Article"
"A graph-based framework for model-driven optimization facilitating impact analysis of mutation operator properties","Software and Systems Modeling","","","","10.1007/s10270-022-01078-x","Stefan JohnJens KosiolLeen LambersGabriele Taentzer","2023","http://link.springer.com/article/10.1007/s10270-022-01078-x","Article"
"Distributed model validation with Epsilon","Software and Systems Modeling","","20","5","10.1007/s10270-021-00878-x","Sina MadaniDimitris KolovosRichard F. Paige","2021","http://link.springer.com/article/10.1007/s10270-021-00878-x","Article"
"Securing future healthcare environments in a post-COVID-19 world: moving from frameworks to prototypes","Journal of Reliable Intelligent Environments","","8","3","10.1007/s40860-022-00180-7","Nattaruedee VithanwattanaGayathri KarthickGlenford MappCarlisle GeorgeAnn Samuels","2022","http://link.springer.com/article/10.1007/s40860-022-00180-7","Article"
"An ontological metamodel for cyber-physical system safety, security, and resilience coengineering","Software and Systems Modeling","","21","1","10.1007/s10270-021-00892-z","Georgios BakirtzisTim SherburneStephen AdamsBarry M. HorowitzPeter A. BelingCody H. Fleming","2022","http://link.springer.com/article/10.1007/s10270-021-00892-z","Article"
"Evaluate and control service and transaction dependability of complex IoT systems","Software Quality Journal","","30","2","10.1007/s11219-021-09556-z","Sina NiedermaierThommy ZelenikStefan HeisseStefan Wagner","2022","http://link.springer.com/article/10.1007/s11219-021-09556-z","Article"
"Incorporating software security: using developer workshops to engage product managers","Empirical Software Engineering","","28","2","10.1007/s10664-022-10252-0","Charles WeirIngolf BeckerLynne Blair","2022","http://link.springer.com/article/10.1007/s10664-022-10252-0","Article"
"Software test results exploration and visualization with continuous integration and nightly testing","International Journal on Software Tools for Technology Transfer","","24","2","10.1007/s10009-022-00647-1","Per Erik StrandbergWasif AfzalDaniel Sundmark","2022","http://link.springer.com/article/10.1007/s10009-022-00647-1","Article"
"Cyber security threat modeling based on the MITRE Enterprise ATT&CK Matrix","Software and Systems Modeling","","21","1","10.1007/s10270-021-00898-7","Wenjun XiongEmeline LegrandOscar ÅbergRobert Lagerström","2022","http://link.springer.com/article/10.1007/s10270-021-00898-7","Article"
"Identification of encrypted and malicious network traffic based on one-dimensional convolutional neural network","Journal of Cloud Computing","","12","1","10.1186/s13677-023-00430-w","Yan ZhouHuiling ShiYanling ZhaoWei DingJing HanHongyang SunXianheng ZhangChang TangWei Zhang","2023","http://link.springer.com/article/10.1186/s13677-023-00430-w","Article"
"Guest Editorial: Automation in Software Performance Engineering","Automated Software Engineering","","24","1","10.1007/s10515-016-0201-2","José MerseguerWalter BinderJohn Murphy","2017","http://link.springer.com/article/10.1007/s10515-016-0201-2","Article"
"Model-driven engineering for mobile robotic systems: a systematic mapping study","Software and Systems Modeling","","21","1","10.1007/s10270-021-00908-8","Giuseppina Lucia CasalaroGiulio CattiveraFederico CiccozziIvano MalavoltaAndreas WortmannPatrizio Pelliccione","2022","http://link.springer.com/article/10.1007/s10270-021-00908-8","Article"
"Interface protocol inference to aid understanding legacy software components","Software and Systems Modeling","","19","6","10.1007/s10270-020-00809-2","Kousar AslamLoek CleophasRamon SchiffelersMark van den Brand","2020","http://link.springer.com/article/10.1007/s10270-020-00809-2","Article"
"Special issue on Intelligent software services for IoT and edge computing","Journal of Reliable Intelligent Environments","","8","1","10.1007/s40860-022-00172-7","Jian YuSira YongchareonSeyed Ali GhorashiDongjin Yu","2022","http://link.springer.com/article/10.1007/s40860-022-00172-7","Article"
"A weight-based conditional privacy-preserving authentication scheme in software-defined vehicular network","Journal of Cloud Computing","","9","1","10.1186/s13677-020-00198-3","Hong ZhongYingxue GengJie CuiYan XuLu Liu","2020","http://link.springer.com/article/10.1186/s13677-020-00198-3","Article"
"Variational satisfiability solving: efficiently solving lots of related SAT problems","Empirical Software Engineering","","28","1","10.1007/s10664-022-10217-3","Jeffrey M. YoungPaul Maximilian BittnerEric WalkingshawThomas Thüm","2022","http://link.springer.com/article/10.1007/s10664-022-10217-3","Article"
"IoT trust and reputation: a survey and taxonomy","Journal of Cloud Computing","","12","1","10.1186/s13677-023-00416-8","Muhammad AaqibAftab AliLiming ChenOmar Nibouche","2023","http://link.springer.com/article/10.1186/s13677-023-00416-8","Article"
"An executable metamodel refactoring catalog","Software and Systems Modeling","","21","5","10.1007/s10270-022-01034-9","Lorenzo BettiniDavide Di RuscioLudovico IovinoAlfonso Pierantonio","2022","http://link.springer.com/article/10.1007/s10270-022-01034-9","Article"
"Safe reuse in modelling language engineering using model subtyping with OCL constraints","Software and Systems Modeling","","","","10.1007/s10270-022-01028-7","Artur Boronat","2022","http://link.springer.com/article/10.1007/s10270-022-01028-7","Article"
"A qualitative study of developers’ discussions of their problems and joys during the early COVID-19 months","Empirical Software Engineering","","27","5","10.1007/s10664-022-10156-z","Gias UddinOmar AlamAlexander Serebrenik","2022","http://link.springer.com/article/10.1007/s10664-022-10156-z","Article"
"Catering to Real-Time Requirements of Cloud-Connected Mobile Manipulators","KI - Künstliche Intelligenz","","33","2","10.1007/s13218-019-00581-6","Christoph WalterJulian-Benedikt ScholleNorbert Elkmann","2019","http://link.springer.com/article/10.1007/s13218-019-00581-6","Article"
"Exploiting network slices for cross-vertical application delivery","CSI Transactions on ICT","","9","4","10.1007/s40012-021-00342-7","Arpit TripathiAbhishek ThakurD. Janakiram","2021","http://link.springer.com/article/10.1007/s40012-021-00342-7","Article"
"A spatio-temporal specification language and its completeness & decidability","Journal of Cloud Computing","","9","1","10.1186/s13677-020-00209-3","Tengfei LiJing LiuHaiying SunXiang ChenLipeng ZhangJunfeng Sun","2020","http://link.springer.com/article/10.1186/s13677-020-00209-3","Article"
"Model-based intelligent user interface adaptation: challenges and future directions","Software and Systems Modeling","","20","5","10.1007/s10270-021-00909-7","Silvia AbrahãoEmilio InsfranArthur SluÿtersJean Vanderdonckt","2021","http://link.springer.com/article/10.1007/s10270-021-00909-7","Article"
"Detection, assessment and mitigation of vulnerabilities in open source dependencies","Empirical Software Engineering","","25","5","10.1007/s10664-020-09830-x","Serena Elisa PontaHenrik PlateAntonino Sabetta","2020","http://link.springer.com/article/10.1007/s10664-020-09830-x","Article"
"A model-driven approach to machine learning and software modeling for the IoT","Software and Systems Modeling","","21","3","10.1007/s10270-021-00967-x","Armin MoinMoharram ChallengerAtta BadiiStephan Günnemann","2022","http://link.springer.com/article/10.1007/s10270-021-00967-x","Article"
"An efficient and scalable search engine for models","Software and Systems Modeling","","21","5","10.1007/s10270-021-00960-4","José Antonio Hernández LópezJesús Sánchez Cuadrado","2022","http://link.springer.com/article/10.1007/s10270-021-00960-4","Article"
"Authentication Schemes for Healthcare Applications Using Wireless Medical Sensor Networks: A Survey","SN Computer Science","","3","5","10.1007/s42979-022-01300-z","Anwar Noureddine BahacheNoureddine ChikoucheFares Mezrag","2022","http://link.springer.com/article/10.1007/s42979-022-01300-z","Article"
"A technology transfer journey to a model-driven access control system","International Journal on Software Tools for Technology Transfer","","25","1","10.1007/s10009-023-00697-z","Martina De SanctisAmleto Di SalleLudovico IovinoMaria Teresa Rossi","2023","http://link.springer.com/article/10.1007/s10009-023-00697-z","Article"
"HRNET: AI-on-Edge for Mask Detection and Social Distancing Calculation","SN Computer Science","","3","2","10.1007/s42979-022-01023-1","Kinshuk SenguptaPraveen Ranjan Srivastava","2022","http://link.springer.com/article/10.1007/s42979-022-01023-1","Article"
"How bugs are born: a model to identify how bugs are introduced in software components","Empirical Software Engineering","","25","2","10.1007/s10664-019-09781-y","Gema Rodríguez-PérezGregorio RoblesAlexander SerebrenikAndy ZaidmanDaniel M. GermánJesus M. Gonzalez-Barahona","2020","http://link.springer.com/article/10.1007/s10664-019-09781-y","Article"
"Security analysis of permission re-delegation vulnerabilities in Android apps","Empirical Software Engineering","","25","6","10.1007/s10664-020-09879-8","Biniam Fisseha DemissieMariano CeccatoLwin Khin Shar","2020","http://link.springer.com/article/10.1007/s10664-020-09879-8","Article"
"A comprehensive study of bloated dependencies in the Maven ecosystem","Empirical Software Engineering","","26","3","10.1007/s10664-020-09914-8","César Soto-ValeroNicolas HarrandMartin MonperrusBenoit Baudry","2021","http://link.springer.com/article/10.1007/s10664-020-09914-8","Article"
"Assessment of off-the-shelf SE-specific sentiment analysis tools: An extended replication study","Empirical Software Engineering","","26","4","10.1007/s10664-021-09960-w","Nicole NovielliFabio CalefatoFilippo LanubileAlexander Serebrenik","2021","http://link.springer.com/article/10.1007/s10664-021-09960-w","Article"
"StateAFL: Greybox fuzzing for stateful network servers","Empirical Software Engineering","","27","7","10.1007/s10664-022-10233-3","Roberto Natella","2022","http://link.springer.com/article/10.1007/s10664-022-10233-3","Article"
"Recommender systems in model-driven engineering","Software and Systems Modeling","","21","1","10.1007/s10270-021-00905-x","Lissette AlmonteEsther GuerraIván CantadorJuan de Lara","2022","http://link.springer.com/article/10.1007/s10270-021-00905-x","Article"
"QRev: migrating quantum code towards hybrid information systems","Software Quality Journal","","30","2","10.1007/s11219-021-09574-x","Ricardo Pérez-CastilloLuis Jiménez-NavajasMario Piattini","2022","http://link.springer.com/article/10.1007/s11219-021-09574-x","Article"
"variED: an editor for collaborative, real-time feature modeling","Empirical Software Engineering","","26","2","10.1007/s10664-020-09892-x","Elias KuiterSebastian KrieterJacob KrügerGunter SaakeThomas Leich","2021","http://link.springer.com/article/10.1007/s10664-020-09892-x","Article"
"SecDocker: Hardening the Continuous Integration Workflow","SN Computer Science","","3","1","10.1007/s42979-021-00939-4","David Fernández GonzálezFrancisco Javier Rodríguez LeraGonzalo EstebanCamino Fernández Llamas","2021","http://link.springer.com/article/10.1007/s42979-021-00939-4","Article"
"The Universal Safety Format in Action: Tool Integration and Practical Application","SN Computer Science","","4","2","10.1007/s42979-022-01532-z","Frederik HaxelAlexander ViehlMichael BenkelBjoern BeyreutherKlaus BirkenRolf SchmedesKim GrüttnerDaniel Mueller-Gritschneder","2023","http://link.springer.com/article/10.1007/s42979-022-01532-z","Article"
"The Train Benchmark: cross-technology performance evaluation of continuous model queries","Software & Systems Modeling","","17","4","10.1007/s10270-016-0571-8","Gábor SzárnyasBenedek IzsóIstván RáthDániel Varró","2018","http://link.springer.com/article/10.1007/s10270-016-0571-8","Article"
"Component attributes and their importance in decisions and component selection","Software Quality Journal","","28","2","10.1007/s11219-019-09465-2","Panagiota ChatzipetrouEfi PapatheocharousKrzysztof WnukMarkus BorgEmil AlégrothTony Gorschek","2020","http://link.springer.com/article/10.1007/s11219-019-09465-2","Article"
"A systematic literature review on trust in the software ecosystem","Empirical Software Engineering","","28","1","10.1007/s10664-022-10238-y","Fang HouSlinger Jansen","2022","http://link.springer.com/article/10.1007/s10664-022-10238-y","Article"
"A longitudinal study of static analysis warning evolution and the effects of PMD on software quality in Apache open source projects","Empirical Software Engineering","","25","6","10.1007/s10664-020-09880-1","Alexander TrautschSteffen HerboldJens Grabowski","2020","http://link.springer.com/article/10.1007/s10664-020-09880-1","Article"
"Coordinating large distributed relational process structures","Software and Systems Modeling","","20","5","10.1007/s10270-020-00835-0","Sebastian SteinauKevin AndrewsManfred Reichert","2021","http://link.springer.com/article/10.1007/s10270-020-00835-0","Article"
"Analysing Time-Stamped Co-Editing Networks in Software Development Teams using git2net","Empirical Software Engineering","","26","4","10.1007/s10664-020-09928-2","Christoph GoteIngo ScholtesFrank Schweitzer","2021","http://link.springer.com/article/10.1007/s10664-020-09928-2","Article"
"Forensic Investigation of Google Assistant","SN Computer Science","","1","5","10.1007/s42979-020-00285-x","Alex AkinbiThomas Berry","2020","http://link.springer.com/article/10.1007/s42979-020-00285-x","Article"
"Testing machine learning based systems: a systematic mapping","Empirical Software Engineering","","25","6","10.1007/s10664-020-09881-0","Vincenzo RiccioGunel JahangirovaAndrea StoccoNargiz HumbatovaMichael WeissPaolo Tonella","2020","http://link.springer.com/article/10.1007/s10664-020-09881-0","Article"
"What really changes when developers intend to improve their source code: a commit-level study of static metric value and static analysis warning changes","Empirical Software Engineering","","28","2","10.1007/s10664-022-10257-9","Alexander TrautschJohannes ErbelSteffen HerboldJens Grabowski","2023","http://link.springer.com/article/10.1007/s10664-022-10257-9","Article"
"Individual differences limit predicting well-being and productivity using software repositories: a longitudinal industrial study","Empirical Software Engineering","","26","5","10.1007/s10664-021-09977-1","Miikka KuutilaMika MäntyläMaëlick ClaesMarko ElovainioBram Adams","2021","http://link.springer.com/article/10.1007/s10664-021-09977-1","Article"
"Deep security analysis of program code","Empirical Software Engineering","","27","1","10.1007/s10664-021-10029-x","Tim SonnekalbThomas S. HeinzePatrick Mäder","2021","http://link.springer.com/article/10.1007/s10664-021-10029-x","Article"
"Reuse and maintenance practices among divergent forks in three software ecosystems","Empirical Software Engineering","","27","2","10.1007/s10664-021-10078-2","John BusingeMoses OpenjaSarah NadiThorsten Berger","2022","http://link.springer.com/article/10.1007/s10664-021-10078-2","Article"
"An empirical investigation of organic software product lines","Empirical Software Engineering","","26","3","10.1007/s10664-021-09940-0","Mikaela CashmanJustin FirestoneMyra B. CohenThammasak ThianniwetWei Niu","2021","http://link.springer.com/article/10.1007/s10664-021-09940-0","Article"
"Exploring a Web-Based Application to Convert Tamil and Vietnamese Speech to Text without the Effect of Code-Switching and Code-Mixing","Programming and Computer Software","","47","8","10.1134/S036176882108020X","K. PhungR. RamachandranE. Ogunshile","2021","http://link.springer.com/article/10.1134/S036176882108020X","Article"
"HealMA: a model-driven framework for automatic generation of IoT-based Android health monitoring applications","Automated Software Engineering","","29","2","10.1007/s10515-022-00363-9","Maryam MehrabiBahman ZamaniAbdelwahab Hamou-Lhadj","2022","http://link.springer.com/article/10.1007/s10515-022-00363-9","Article"
"Checking security compliance between models and code","Software and Systems Modeling","","22","1","10.1007/s10270-022-00991-5","Katja TumaSven PeldszusDaniel StrüberRiccardo ScandariatoJan Jürjens","2023","http://link.springer.com/article/10.1007/s10270-022-00991-5","Article"
"Design and evaluation of a collaborative UML modeling environment in virtual reality","Software and Systems Modeling","","","","10.1007/s10270-022-01065-2","Enes YigitbasSimon GorissenNils WeidmannGregor Engels","2022","http://link.springer.com/article/10.1007/s10270-022-01065-2","Article"
"Predicting COVID-19-Induced Lung Damage Based on Machine Learning Methods","Programming and Computer Software","","48","4","10.1134/S0361768822040065","I. A. VasilevM. I. PetrovskiyI. V. MashechkinL. L. Pankratyeva","2022","http://link.springer.com/article/10.1134/S0361768822040065","Article"
"Quality gatekeepers: investigating the effects of code review bots on pull request activities","Empirical Software Engineering","","27","5","10.1007/s10664-022-10130-9","Mairieli WesselAlexander SerebrenikIgor WieseIgor SteinmacherMarco A. Gerosa","2022","http://link.springer.com/article/10.1007/s10664-022-10130-9","Article"
"Distillation of Best Practices from Refactoring FLASH for Exascale","SN Computer Science","","1","4","10.1007/s42979-020-0077-x","Anshu DubeyJared O’NealKlaus WeideSaurabh Chawdhary","2020","http://link.springer.com/article/10.1007/s42979-020-0077-x","Article"
"Recognizing lines of code violating company-specific coding guidelines using machine learning","Empirical Software Engineering","","25","1","10.1007/s10664-019-09769-8","Miroslaw OchodekRegina HebigWilhelm MedingGert FrostMiroslaw Staron","2020","http://link.springer.com/article/10.1007/s10664-019-09769-8","Article"
"Automating the Detection of Access Control Vulnerabilities in Web Applications","SN Computer Science","","3","5","10.1007/s42979-022-01271-1","Marc RennhardMalte KushnirOlivier FavreDamiano EspositoValentin Zahnd","2022","http://link.springer.com/article/10.1007/s42979-022-01271-1","Article"
"The scenario coevolution paradigm: adaptive quality assurance for adaptive systems","International Journal on Software Tools for Technology Transfer","","22","4","10.1007/s10009-020-00560-5","Thomas GaborAndreas SedlmeierThomy PhanFabian RitzMarie KiermeierLenz BelznerBernhard KempterCornel KleinHorst SauerReiner SchmidJan WieghardtMarc ZellerClaudia Linnhoff-Popien","2020","http://link.springer.com/article/10.1007/s10009-020-00560-5","Article"
"Evaluating classifiers in SE research: the ECSER pipeline and two replication studies","Empirical Software Engineering","","28","1","10.1007/s10664-022-10243-1","Davide Dell’AnnaFatma Başak AydemirFabiano Dalpiaz","2022","http://link.springer.com/article/10.1007/s10664-022-10243-1","Article"
"Machine learning-based test selection for simulation-based testing of self-driving cars software","Empirical Software Engineering","","28","3","10.1007/s10664-023-10286-y","Christian BirchlerSajad KhatiriBill BosshardAlessio GambiSebastiano Panichella","2023","http://link.springer.com/article/10.1007/s10664-023-10286-y","Article"
"How COVID-19 Pandemic affects Software Developers’ Wellbeing, and the Necessity to strengthen Soft Skills","Programming and Computer Software","","48","8","10.1134/S0361768822080047","Reyes Juárez-RamírezChristian X. NavarroGuillermo LiceaSamantha JiménezVerónica Tapia-IbarraCésar Guerra-GarcíaHector G. Perez-Gonzalez","2022","http://link.springer.com/article/10.1134/S0361768822080047","Article"
"An Internet of Medical Things System to Increase Continuous Positive Airway Pressure Usage in Patients with Sleep-Disordered Breathing","SN Computer Science","","2","2","10.1007/s42979-021-00522-x","Angelo CroattiSara MontagnaCarolina LombardiGianfranco ParatiMartino F. PengoAlessandro Silvani","2021","http://link.springer.com/article/10.1007/s42979-021-00522-x","Article"
"TOSCA-based Intent modelling: goal-modelling for infrastructure-as-code","SICS Software-Intensive Cyber-Physical Systems","","34","2 - 3","10.1007/s00450-019-00404-x","Damian A. TamburriWillem-Jan Van den HeuvelChris LauwersPaul LiptonDerek PalmaMatt Rutkowski","2019","http://link.springer.com/article/10.1007/s00450-019-00404-x","Article"
"Challenges on applying genetic improvement in JavaScript using a high-performance computer","Journal of Software Engineering Research and Development","","6","1","10.1186/s40411-018-0056-2","Fábio de Almeida FarzatMárcio de Oliveira BarrosGuilherme Horta Travassos","2018","http://link.springer.com/article/10.1186/s40411-018-0056-2","Article"
"Are models better read on paper or on screen? A comparative study","Software and Systems Modeling","","21","4","10.1007/s10270-021-00966-y","Mohamed El-Attar","2022","http://link.springer.com/article/10.1007/s10270-021-00966-y","Article"
"Modeling should be an independent scientific discipline","Software and Systems Modeling","","21","6","10.1007/s10270-022-01035-8","Jordi CabotAntonio Vallecillo","2022","http://link.springer.com/article/10.1007/s10270-022-01035-8","Article"
"Guest Editorial: Special Issue on Network and Parallel Computing for Emerging Architectures and Applications","International Journal of Parallel Programming","","47","3","10.1007/s10766-019-00634-1","Feng ZhangJidong ZhaiMarc SnirHai JinHironori KasaharaMateo Valero","2019","http://link.springer.com/article/10.1007/s10766-019-00634-1","Article"
"Editorial","Journal of Reliable Intelligent Environments","","4","4","10.1007/s40860-018-0071-4","Antonio CoronatoJuan Carlos Augusto","2018","http://link.springer.com/article/10.1007/s40860-018-0071-4","Article"
"Static and Dynamic Dependency Visualization in a Layered Software City","SN Computer Science","","3","6","10.1007/s42979-022-01404-6","Veronika DashuberMichael Philippsen","2022","http://link.springer.com/article/10.1007/s42979-022-01404-6","Article"
"Semantics-driven extraction of timed automata from Java programs","Empirical Software Engineering","","24","5","10.1007/s10664-019-09699-5","Giovanni LivaMuhammad Taimoor KhanMartin Pinzger","2019","http://link.springer.com/article/10.1007/s10664-019-09699-5","Article"
"Model-driven engineering city spaces via bidirectional model transformations","Software and Systems Modeling","","20","6","10.1007/s10270-020-00851-0","Ennio ViscontiChristos TsigkanosZhenjiang HuCarlo Ghezzi","2021","http://link.springer.com/article/10.1007/s10270-020-00851-0","Article"
